T,B1
0.01,1.125
0.01899799599198397,1.2374749498997997
0.02799599198396794,1.3499498997995993
0.03699398797595191,1.4624248496993988
0.04599198396793588,1.5748997995991985
0.054989979959919846,1.6873747494989981
0.06398797595190381,1.7998496993987976
0.07298597194388777,1.912324649298597
0.08198396793587175,2.0247995991983965
0.09098196392785572,2.1372745490981964
0.09997995991983968,2.2497494989979963
0.10897795591182365,2.25
0.11797595190380762,2.25
0.1269739478957916,2.25
0.13597194388777556,2.25
0.14496993987975954,2.25
0.1539679358717435,2.25
0.1629659318637275,2.25
0.17196392785571146,2.25
0.1809619238476954,2.25
0.1899599198396794,2.25
0.19895791583166336,2.25
0.2079559118236473,2.25
0.2169539078156313,2.25
0.22595190380761526,2.25
0.23494989979959924,2.25
0.2439478957915832,2.25
0.25294589178356713,2.25
0.2619438877755511,2.25
0.2709418837675351,2.25
0.27993987975951906,2.25
0.28893787575150304,2.25
0.297935871743487,2.25
0.306933867735471,2.25
0.31593186372745496,2.25
0.32492985971943894,2.25
0.3339278557114229,2.25
0.34292585170340684,2.25
0.3519238476953908,2.25
0.3609218436873748,2.25
0.36991983967935876,2.25
0.37891783567134274,2.25
0.3879158316633267,2.25
0.3969138276553107,2.25
0.4059118236472946,2.2172303135028386
0.4149098196392786,2.169146058732612
0.42390781563126256,2.1231031059424197
0.43290581162324654,2.0789741690584203
0.4419038076152305,2.0366423291460705
0.4509018036072145,1.996
0.45989979959919847,1.9569480151640593
0.46889779559118244,1.9193948200700912
0.4778957915831664,1.8832557554409357
0.48689378757515034,1.8484524201514652
0.4958917835671343,1.8149121034552433
0.5048897795591183,1.782567277923315
0.5138877755511022,1.7513551456537848
0.5228857715430862,1.7212172313352752
0.5318837675350702,1.692099016615802
0.5408817635270542,1.6639496109670247
0.5498797595190381,1.6367214548635154
0.5588777555110221,1.6103700516351118
0.5678757515030061,1.584853724812083
0.5768737474949901,1.5601333981796706
0.585871743486974,1.5361723961005642
0.5948697394789579,1.5129362619593048
0.603867735470942,1.490392592838416
0.6128657314629259,1.468510888758093
0.6218637274549099,1.4472624150043503
0.6308617234468938,1.4266200762388817
0.6398597194388779,1.4065583012308558
0.6488577154308618,1.3870529371795661
0.6578557114228458,1.3680811527096595
0.6668537074148297,1.349621348719798
0.6758517034068137,1.3316530763528538
0.6848496993987977,1.314156961432668
0.6938476953907816,1.2971146347803482
0.7028456913827656,1.2805086678832114
0.7118436873747496,1.264322513442752
0.7208416833667336,1.2485404503753126
0.7298396793587175,1.2331475328811883
0.7388376753507014,1.218129543235326
0.7478356713426855,1.2034729479861723
0.7568336673346694,1.189164857279034
0.7658316633266534,1.175192987046971
0.7748296593186373,1.1615456238361266
0.7838276553106214,1.1482115920537928
0.7928256513026053,1.1351802234467419
0.8018236472945892,1.1224413286346255
0.8108216432865732,1.1099851705388035
0.8198196392785572,1.0978024395609767
0.8288176352705412,1.085884230378645
