T,B1
0.01,1.075
0.01899799599198397,1.1424849699398798
0.02799599198396794,1.2099699398797594
0.03699398797595191,1.2774549098196393
0.04599198396793588,1.3449398797595191
0.054989979959919846,1.412424849699399
0.06398797595190381,1.4799098196392786
0.07298597194388777,1.5473947895791582
0.08198396793587175,1.614879759519038
0.09098196392785572,1.682364729458918
0.09997995991983968,1.7498496993987975
0.10897795591182365,1.8173346693386774
0.11797595190380762,1.884819639278557
0.1269739478957916,1.9523046092184368
0.13597194388777556,2.0197895791583167
0.14496993987975954,2.0872745490981965
0.1539679358717435,2.1547595190380764
0.1629659318637275,2.222244488977956
0.17196392785571146,2.289729458917836
0.1809619238476954,2.3572144288577155
0.1899599198396794,2.4246993987975953
0.19895791583166336,2.492184368737475
0.2079559118236473,2.5
0.2169539078156313,2.5
0.22595190380761526,2.5
0.23494989979959924,2.5
0.2439478957915832,2.5
0.25294589178356713,2.5
0.2619438877755511,2.5
0.2709418837675351,2.5
0.27993987975951906,2.5
0.28893787575150304,2.5
0.297935871743487,2.5
0.306933867735471,2.5
0.31593186372745496,2.5
0.32492985971943894,2.5
0.3339278557114229,2.5
0.34292585170340684,2.5
0.3519238476953908,2.5
0.3609218436873748,2.5
0.36991983967935876,2.5
0.37891783567134274,2.5
0.3879158316633267,2.5
0.3969138276553107,2.5
0.4059118236472946,2.5
0.4149098196392786,2.5
0.42390781563126256,2.5
0.43290581162324654,2.5
0.4419038076152305,2.5
0.4509018036072145,2.5
0.45989979959919847,2.5
0.46889779559118244,2.5
0.4778957915831664,2.5
0.48689378757515034,2.5
0.4958917835671343,2.5
0.5048897795591183,2.5
0.5138877755511022,2.5
0.5228857715430862,2.5
0.5318837675350702,2.5
0.5408817635270542,2.5
0.5498797595190381,2.5
0.5588777555110221,2.5
0.5678757515030061,2.5
0.5768737474949901,2.5
0.585871743486974,2.5
0.5948697394789579,2.5
0.603867735470942,2.5
0.6128657314629259,2.5
0.6218637274549099,2.5
0.6308617234468938,2.5
0.6398597194388779,2.5
0.6488577154308618,2.5
0.6578557114228458,2.5
0.6668537074148297,2.5
0.6758517034068137,2.5
0.6848496993987977,2.5
0.6938476953907816,2.5
0.7028456913827656,2.489877965328467
0.7118436873747496,2.4584048872497952
0.7208416833667336,2.427717542396441
0.7298396793587175,2.397786869491199
0.7388376753507014,2.368585222957578
0.7478356713426855,2.3400862877508906
0.7568336673346694,2.312265000264788
0.7658316633266534,2.285097474813554
0.7748296593186373,2.2585609352369125
0.7838276553106214,2.232633651215708
0.7928256513026053,2.2072948789242197
0.8018236472945892,2.182524805678438
0.8108216432865732,2.158304498269896
0.8198196392785572,2.1346158547018987
0.8288176352705412,2.111441559069587
0.8378156312625251,2.0887650393474773
0.8468136272545091,2.066570427868231
0.8558116232464931,2.0448425242945785
0.8648096192384771,2.0235667609028125
0.873807615230461,2.0027291700112375
0.8828056112224449,1.9823163534005264
0.891803607214429,1.9623154535853125
0.9008016032064129,1.9427141268075636
0.9097995991983969,1.9235005176325464
0.9187975951903808,1.904663235037515
0.9277955911823649,1.8861913298917852
0.9367935871743488,1.868074273734651
0.9457915831663328,1.8503019387646993
0.9547895791583167,1.8328645789606244
0.9637875751503007,1.81575281225958
0.9727855711422847,1.7989576037246093
0.9817835671342686,1.7824702496376883
0.9907815631262527,1.7662823624595467
0.9997795591182366,1.7503858566016552
1.0087775551102205,1.7347729349596723
1.0177755511022044,1.7194360761612224
1.0267735470941886,1.7043680224841904
1.0357715430861725,1.6895617684047592
1.0447695390781564,1.6750105497372152
1.0537675350701403,1.6607078333301637
1.0627655310621245,1.6466473072861665
1.0717635270541084,1.632822871674052
1.0807615230460923,1.619228629705173
1.0897595190380762,1.6058588793468065
1.0987575150300601,1.5927081053476324
1.1077555110220443,1.579770971651862
1.1167535070140282,1.567042314180095
1.1257515030060121,1.554517133956386
1.134749498997996,1.5421905905623057
1.1437474949899802,1.5300579958999874
1.152745490981964,1.518114808247279
1.161743486973948,1.5063566265891564
1.170741482965932,1.494779185210544
1.1797394789579159,1.4833783485365812
1.1887374749499,1.4721501062072218
1.197735470941884,1.4610905683738515
1.2067334669338678,1.4501959612063238
1.2157314629258518,1.439462622599522
1.224729458917836,1.4288869980691818
1.2337274549098198,1.418465636827315
1.2427254509018038,1.4081951880281232
1.2517234468937877,1.3980723971758375
1.2607214428857716,1.3880941026863771
1.2697194388777557,1.3782572325952112
1.2787174348697397,1.3685588014042125
1.2877154308617236,1.3589959070607092
1.2967134268537075,1.3495657280623123
1.3057114228456916,1.3402655206814515
1.3147094188376756,1.3310926163038836
1.3237074148296595,1.322044418875751
1.3327054108216434,1.3131184024540612
1.3417034068136273,1.3043121088557301
1.3507014028056115,1.295623145400593
1.3596993987975954,1.2870491827440342
1.3686973947895793,1.2785879527951036
1.3776953907815632,1.2702372467162202
1.3866933867735471,1.2619949130007513
1.3956913827655313,1.253858855624955
1.4046893787575152,1.2458270322709502
1.4136873747494991,1.2378974526175521
1.422685370741483,1.2300681766959656
1.4316833667334672,1.2223373133074842
1.440681362725451,1.2147030185004866
1.449679358717435,1.2071634941041482
1.458677354709419,1.1997169863164256
1.4676753507014029,1.192361784343979
1.476673346693387,1.1850962190918217
1.485671342685371,1.1779186619005866
1.4946693386773549,1.1708275233294003
1.5036673346693388,1.163821251982461
1.512665330661323,1.1568983333774938
1.5216633266533068,1.1500572888543543
1.5306613226452908,1.143296674522126
1.5396593186372747,1.1366150802431372
1.5486573146292586,1.1300111286523977
1.5576553106212427,1.1234834742110205
1.5666533066132267,1.1170308022922635
1.5756513026052106,1.110651828298887
1.5846492985971945,1.1043452968105825
1.5936472945891784,1.098109980760283
1.6026452905811626,1.0919446806382231
1.6116432865731465,1.0858482237226592
1.6206412825651304,1.0798194633362184
1.6296392785571143,1.073857278126883
1.6386372745490985,1.0679605713726639
1.6476352705410824,1.06212827030906
1.6566332665330663,1.0563593254784311
1.6656312625250502,1.0506527101004632
1.6746292585170341,1.0450074194629264
1.6836272545090183,1.0394224703319723
1.6926252505010022,1.0338969003812364
1.7016232464929861,1.0284297676390572
1.71062124248497,1.0230201499531395
1.7196192384769542,1.0176671444720249
1.7286172344689381,1.0123698671427575
1.737615230460922,1.0071274522241571
1.746613226452906,1.0019390518151359
1.7556112224448899,0.9968038353975228
1.764609218436874,0.9917209893928723
1.773607214428858,0.986689716732766
1.7826052104208419,0.9817092364421259
1.7916032064128258,0.9767787832350867
1.80060120240481,0.9718976071229825
1.8095991983967938,0.9670649730340313
1.8185971943887778,0.9622801604443071
1.8275951903807617,0.9575424630196168
1.8365931863727456,0.9528511882679003
1.8455911823647297,0.9482056572018023
1.8545891783567137,0.9436052040110648
1.8635871743486976,0.9390491757444107
1.8725851703406815,0.9345369320005992
1.8815831663326656,0.9300678446283455
1.8905811623246496,0.92564129743481
1.8995791583166335,0.9212566859023724
1.9085771543086174,0.9169134169134168
1.9175751503006013,0.9126109084828659
1.9265731462925855,0.9083485894982107
1.9355711422845694,0.9041258994667907
1.9445691382765533,0.8999422882700907
1.9535671342685372,0.8957972159248277
1.9625651302605212,0.8916901523506106
1.9715631262525053,0.8876205771439605
1.9805611222444892,0.8835879793584943
1.9895591182364731,0.8795918572910684
1.998557114228457,0.8756317182737043
2.007555110220441,0.8717070784711058
2.0165531062124247,0.8678174626836006
2.0255511022044086,0.8639624041553302
2.034549098196393,0.8601414443875338
2.043547094188377,0.856354132956763
2.052545090180361,0.8526000273378765
2.0615430861723447,0.8488786927316736
2.0705410821643286,0.8451897018970189
2.0795390781563126,0.8415326349873276
2.0885370741482965,0.837907079391276
2.0975350701402804,0.8343126295776128
2.1065330661322643,0.8307488869439477
2.1155310621242487,0.8272154596693979
2.1245290581162326,0.8237119625709811
2.1335270541082165,0.8202380169636398
2.1425250501002004,0.8167932505237951
2.1515230460921844,0.813377297156323
2.1605210420841683,0.8099897968648548
2.169519038076152,0.806630395625306
2.178517034068136,0.8032987452625382
2.18751503006012,0.7999945033300659
2.1965130260521044,0.7967173329927192
2.2055110220440883,0.7934669029121801
2.2145090180360723,0.7902428871353072
2.223507014028056,0.7870449649851738
2.23250501002004,0.7838728209547405
2.241503006012024,0.780726144603088
2.250501002004008,0.7776046304541406
2.259498997995992,0.7745079778978083
2.2684969939879758,0.7714358910934822
2.27749498997996,0.7683880788758171
2.286492985971944,0.7653642546627402
2.295490981963928,0.7623641363656204
2.304488977955912,0.7593874463015461
2.313486973947896,0.7564339111076461
2.3224849699398797,0.7535032616574051
2.3314829659318637,0.7505952329789154
2.3404809619238476,0.7477095641750149
2.3494789579158315,0.7448459983452606
2.358476953907816,0.7420042825096864
2.3674749498998,0.7391841675343034
2.3764729458917837,0.7363854080582867
2.3854709418837676,0.7336077624228167
2.3944689378757515,0.7308509926015199
2.4034669338677355,0.728114864132474
2.4124649298597194,0.7253991460517353
2.4214629258517033,0.722703610828347
2.4304609218436872,0.7200280343007915
2.4394589178356716,0.7173721956148493
2.4484569138276555,0.7147358771628278
2.4574549098196394,0.712118864524126
2.4664529058116234,0.709520946407098
2.4754509018036073,0.7069419145921878
2.484448897795591,0.7043815638762967
2.493446893787575,0.7018396920183567
2.502444889779559,0.6993160996860786
2.511442885771543,0.696810590403843
2.5204408817635273,0.6943229705017094
2.5294388777555112,0.6918530490655129
2.538436873747495,0.6894006378880222
2.547434869739479,0.6869655514211316
2.556432865731463,0.6845476067290657
2.565430861723447,0.6821466234425653
2.574428857715431,0.6797624237140366
2.5834268537074148,0.6773948321736365
2.5924248496993987,0.6750436758862727
2.601422845691383,0.672708784309496
2.610420841683367,0.6703899892522646
2.619418837675351,0.668087124834556
2.628416833667335,0.665800027447811
2.6374148296593187,0.6635285357161852
2.6464128256513026,0.6612724904585933
2.6554108216432866,0.6590317346515226
2.6644088176352705,0.6568061133926019
2.6734068136272544,0.6545954738649056
2.6824048096192383,0.6523996653019754
2.6914028056112227,0.6502185389535446
2.7004008016032066,0.648051948051948
2.7093987975951905,0.6458997477791995
